node_id,node_name,ccaa,provincia,municipio,voltage,lat,lng,technology,status,grid,capacidad_acceso_mw,potencia_instalada_mw
13409.0,CAÑUELO 220,Andalucía,Cádiz,"Barrios, Los",220.0,36.213727844687,-5.4526081889298,fotovoltaica,Con permisos,RdT,,
13409.0,CAÑUELO 220,Andalucía,Cádiz,"Barrios, Los",220.0,36.213727844687,-5.4526081889298,fotovoltaica,En curso,RdD,50.0,50.0
13409.0,CAÑUELO 220,Andalucía,Cádiz,"Barrios, Los",220.0,36.213727844687,-5.4526081889298,fotovoltaica,En curso,RdT,,
13337.0,CASTELLAR DE LA FRONTERA 400,Andalucía,Cádiz,Castellar de la Frontera,400.0,36.286329410118,-5.423444683403,eolica,En curso,RdD,,
13337.0,CASTELLAR DE LA FRONTERA 400,Andalucía,Cádiz,Castellar de la Frontera,400.0,36.286329410118,-5.423444683403,eolica,En curso,RdT,25.0,25.0
13337.0,CASTELLAR DE LA FRONTERA 400,Andalucía,Cádiz,Castellar de la Frontera,400.0,36.286329410118,-5.423444683403,fotovoltaica,Con permisos,RdD,,
13337.0,CASTELLAR DE LA FRONTERA 400,Andalucía,Cádiz,Castellar de la Frontera,400.0,36.286329410118,-5.423444683403,fotovoltaica,Con permisos,RdT,316.0,347.0
13337.0,CASTELLAR DE LA FRONTERA 400,Andalucía,Cádiz,Castellar de la Frontera,400.0,36.286329410118,-5.423444683403,fotovoltaica,En curso,RdD,,
13337.0,CASTELLAR DE LA FRONTERA 400,Andalucía,Cádiz,Castellar de la Frontera,400.0,36.286329410118,-5.423444683403,fotovoltaica,En curso,RdT,61.5,66.0
6673.0,ALGECIRAS 220,Andalucía,Cádiz,San Roque,220.0,36.183198710567,-5.3883097249159,eolica,En curso,RdD,,
6673.0,ALGECIRAS 220,Andalucía,Cádiz,San Roque,220.0,36.183198710567,-5.3883097249159,eolica,En curso,RdT,15.0,15.0
6673.0,ALGECIRAS 220,Andalucía,Cádiz,San Roque,220.0,36.183198710567,-5.3883097249159,fotovoltaica,En curso,RdD,,
6673.0,ALGECIRAS 220,Andalucía,Cádiz,San Roque,220.0,36.183198710567,-5.3883097249159,fotovoltaica,En curso,RdT,5.0,5.0
6673.0,ALGECIRAS 220,Andalucía,Cádiz,San Roque,220.0,36.183198710567,-5.3883097249159,otras,Puesta en servicio,RdD,154.62,154.89
6673.0,ALGECIRAS 220,Andalucía,Cádiz,San Roque,220.0,36.183198710567,-5.3883097249159,otras,Puesta en servicio,RdT,820.54,820.54
13333.0,PINAR DE REY 400,Andalucía,Cádiz,San Roque,400.0,36.248298540621,-5.4115462422769,fotovoltaica,Con permisos,RdD,,
13333.0,PINAR DE REY 400,Andalucía,Cádiz,San Roque,400.0,36.248298540621,-5.4115462422769,fotovoltaica,Con permisos,RdT,173.0,199.0
13333.0,PINAR DE REY 400,Andalucía,Cádiz,San Roque,400.0,36.248298540621,-5.4115462422769,otras,En curso,RdD,,
13333.0,PINAR DE REY 400,Andalucía,Cádiz,San Roque,400.0,36.248298540621,-5.4115462422769,otras,En curso,RdT,771.47,780.66
13333.0,PINAR DE REY 400,Andalucía,Cádiz,San Roque,400.0,36.248298540621,-5.4115462422769,otras,Puesta en servicio,RdD,,
13333.0,PINAR DE REY 400,Andalucía,Cádiz,San Roque,400.0,36.248298540621,-5.4115462422769,otras,Puesta en servicio,RdT,771.47,1350.71
13413.0,PINAR DE REY 220,Andalucía,Cádiz,San Roque,220.0,36.248298540621,-5.4115462422769,eolica,Con permisos,RdD,5.0,5.0
13413.0,PINAR DE REY 220,Andalucía,Cádiz,San Roque,220.0,36.248298540621,-5.4115462422769,eolica,Con permisos,RdT,,
13413.0,PINAR DE REY 220,Andalucía,Cádiz,San Roque,220.0,36.248298540621,-5.4115462422769,eolica,Puesta en servicio,RdD,111.17,111.17
13413.0,PINAR DE REY 220,Andalucía,Cádiz,San Roque,220.0,36.248298540621,-5.4115462422769,eolica,Puesta en servicio,RdT,,
13413.0,PINAR DE REY 220,Andalucía,Cádiz,San Roque,220.0,36.248298540621,-5.4115462422769,fotovoltaica,Con permisos,RdD,122.0,134.0
13413.0,PINAR DE REY 220,Andalucía,Cádiz,San Roque,220.0,36.248298540621,-5.4115462422769,fotovoltaica,Con permisos,RdT,,
13413.0,PINAR DE REY 220,Andalucía,Cádiz,San Roque,220.0,36.248298540621,-5.4115462422769,fotovoltaica,Puesta en servicio,RdD,12.3,12.3
13413.0,PINAR DE REY 220,Andalucía,Cádiz,San Roque,220.0,36.248298540621,-5.4115462422769,fotovoltaica,Puesta en servicio,RdT,,
13413.0,PINAR DE REY 220,Andalucía,Cádiz,San Roque,220.0,36.248298540621,-5.4115462422769,otras,En curso,RdD,,
13413.0,PINAR DE REY 220,Andalucía,Cádiz,San Roque,220.0,36.248298540621,-5.4115462422769,otras,En curso,RdT,368.29,389.86
13413.0,PINAR DE REY 220,Andalucía,Cádiz,San Roque,220.0,36.248298540621,-5.4115462422769,otras,Puesta en servicio,RdD,,
13413.0,PINAR DE REY 220,Andalucía,Cádiz,San Roque,220.0,36.248298540621,-5.4115462422769,otras,Puesta en servicio,RdT,770.09,791.68
12767.0,FACINAS 220,Andalucía,Cádiz,Tarifa,220.0,36.145096283737,-5.717783953031,almacenamiento,Con permisos,RdD,,
12767.0,FACINAS 220,Andalucía,Cádiz,Tarifa,220.0,36.145096283737,-5.717783953031,almacenamiento,Con permisos,RdT,,32.0
12767.0,FACINAS 220,Andalucía,Cádiz,Tarifa,220.0,36.145096283737,-5.717783953031,almacenamiento,En curso,RdD,,
12767.0,FACINAS 220,Andalucía,Cádiz,Tarifa,220.0,36.145096283737,-5.717783953031,almacenamiento,En curso,RdT,144.0,148.49
12767.0,FACINAS 220,Andalucía,Cádiz,Tarifa,220.0,36.145096283737,-5.717783953031,eolica,Puesta en servicio,RdD,,
12767.0,FACINAS 220,Andalucía,Cádiz,Tarifa,220.0,36.145096283737,-5.717783953031,eolica,Puesta en servicio,RdT,315.8,401.8
12767.0,FACINAS 220,Andalucía,Cádiz,Tarifa,220.0,36.145096283737,-5.717783953031,fotovoltaica,Con permisos,RdD,,
12767.0,FACINAS 220,Andalucía,Cádiz,Tarifa,220.0,36.145096283737,-5.717783953031,fotovoltaica,Con permisos,RdT,,34.0
12767.0,FACINAS 220,Andalucía,Cádiz,Tarifa,220.0,36.145096283737,-5.717783953031,hibridacion,Puesta en servicio,RdD,,
12767.0,FACINAS 220,Andalucía,Cádiz,Tarifa,220.0,36.145096283737,-5.717783953031,hibridacion,Puesta en servicio,RdT,80.0,
13091.0,PUERTO DE LA CRUZ 220,Andalucía,Cádiz,Tarifa,220.0,36.07221984291,-5.6151198921531,almacenamiento,Con permisos,RdD,,
13091.0,PUERTO DE LA CRUZ 220,Andalucía,Cádiz,Tarifa,220.0,36.07221984291,-5.6151198921531,almacenamiento,Con permisos,RdT,266.0,266.0
13091.0,PUERTO DE LA CRUZ 220,Andalucía,Cádiz,Tarifa,220.0,36.07221984291,-5.6151198921531,almacenamiento,En curso,RdD,,
13091.0,PUERTO DE LA CRUZ 220,Andalucía,Cádiz,Tarifa,220.0,36.07221984291,-5.6151198921531,almacenamiento,En curso,RdT,45.0,49.69
13091.0,PUERTO DE LA CRUZ 220,Andalucía,Cádiz,Tarifa,220.0,36.07221984291,-5.6151198921531,eolica,En curso,RdD,,
