zone,zone_detail,node_id,node_name,voltage,lat,lng,section,technology,technology_label,status,grid,value_mw
CCAA,Andalucía,,,,,,capacidad_acceso,almacenamiento,Baterías,Con permisos,RdD,821
CCAA,Andalucía,,,,,,capacidad_acceso,hibridacion,Hibridación,En curso,RdT,429.2
CCAA,Andalucía,,,,,,capacidad_acceso,hibridacion,Hibridación,En curso,RdD,81.2
CCAA,Andalucía,,,,,,capacidad_acceso,hibridacion,Hibridación,Con permisos,RdT,1133
CCAA,Andalucía,,,,,,capacidad_acceso,hibridacion,Hibridación,Con permisos,RdD,377
CCAA,Andalucía,,,,,,capacidad_acceso,hibridacion,Hibridación,Puesta en servicio,RdT,3575.99
CCAA,Andalucía,,,,,,capacidad_acceso,hibridacion,Hibridación,Puesta en servicio,RdD,733.18
CCAA,Andalucía,,,,,,capacidad_acceso,termosolar,Termosolar,Puesta en servicio,RdT,549.6
CCAA,Andalucía,,,,,,capacidad_acceso,termosolar,Termosolar,Puesta en servicio,RdD,266.9
CCAA,Andalucía,,,,,,capacidad_acceso,hidraulica,Hidráulica,Con permisos,RdT,
CCAA,Andalucía,,,,,,capacidad_acceso,hidraulica,Hidráulica,Con permisos,RdD,2
CCAA,Andalucía,,,,,,capacidad_acceso,hidraulica,Hidráulica,Puesta en servicio,RdT,
CCAA,Andalucía,,,,,,capacidad_acceso,hidraulica,Hidráulica,Puesta en servicio,RdD,575.73
CCAA,Andalucía,,,,,,capacidad_acceso,bombeo,Bombeo,En curso,RdT,150
CCAA,Andalucía,,,,,,capacidad_acceso,bombeo,Bombeo,En curso,RdD,
CCAA,Andalucía,,,,,,capacidad_acceso,bombeo,Bombeo,Con permisos,RdT,356
CCAA,Andalucía,,,,,,capacidad_acceso,bombeo,Bombeo,Con permisos,RdD,
CCAA,Andalucía,,,,,,capacidad_acceso,bombeo,Bombeo,Puesta en servicio,RdT,570
CCAA,Andalucía,,,,,,capacidad_acceso,bombeo,Bombeo,Puesta en servicio,RdD,
CCAA,Andalucía,,,,,,capacidad_acceso,otras,Otras tecnologías,En curso,RdT,2286.16
CCAA,Andalucía,,,,,,capacidad_acceso,otras,Otras tecnologías,En curso,RdD,
CCAA,Andalucía,,,,,,capacidad_acceso,otras,Otras tecnologías,Con permisos,RdT,
CCAA,Andalucía,,,,,,capacidad_acceso,otras,Otras tecnologías,Con permisos,RdD,51
