ccaa,technology,status,grid,capacidad_acceso_mw,potencia_instalada_mw
País Vasco,eolica,En curso,RdT,,
País Vasco,eolica,Puesta en servicio,RdD,150.15,182.45
País Vasco,eolica,Puesta en servicio,RdT,126.2,126.2
País Vasco,fotovoltaica,Con permisos,RdD,99.0,113.0
País Vasco,fotovoltaica,Con permisos,RdT,1546.0,1602.0
País Vasco,fotovoltaica,En curso,RdD,235.52,333.64
País Vasco,fotovoltaica,En curso,RdT,100.0,100.0
País Vasco,fotovoltaica,Puesta en servicio,RdD,15.59,15.59
País Vasco,fotovoltaica,Puesta en servicio,RdT,,
País Vasco,hibridacion,Puesta en servicio,RdD,32.3,
País Vasco,hibridacion,Puesta en servicio,RdT,,
País Vasco,hidraulica,Puesta en servicio,RdD,30.6,30.6
País Vasco,hidraulica,Puesta en servicio,RdT,,
País Vasco,otras,Puesta en servicio,RdD,671.95,671.96
País Vasco,otras,Puesta en servicio,RdT,2015.02,2015.07
